,Unnamed: 0,lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d,com,treatment
212,1193,1194,267,stadtkreise,MAGDEBURG,10,1,1194,1194,267,293959.0,847.0,3.0,355.0,1984.0,571.0,17038.0,1314.0,21762.0,88542.0,859.0,19769.0,40607.0,28575.0,1781.0,2609.0,16681.0,2163.0,34.0,2202.0,0.0,2134.0,2007.0,59.0,33.0,0.0,624.0,1911.0,0.0,7709.0,3757.0,128201.0,90732.0,21487.0,6402.0,10277.0,42498.0,1317.0,82163.0,125182.0,3304.0,260856.0,33103.0,297151.0,251811.0,13953.0,2361.0,306894.0,139144.0,41056.0,104134.0,35010.0,34881.0,132869.0,102189.0,2273.0,41347.0,39148.0,15964.0,5402.0,17281.0,4285.0,11728.0,25143.0,40453.0,5244.0,7776.0,26125.0,1109.0,306894.0,5174.0,297020.0,4778.0,1977.0,924.0,2372.0,83897.0,485.0,455.0,60.0,330947.0,293420.0,2709285.0,188.0,536.0,254.0,22.0,13.0,69884.0,5711.0,8302.0,8954.0,25954.0,14163.0,4311.0,7480.0,31472.0,9083.0,9314.0,13075.0,31949.0,4094.0,8172.0,19683.0,1,0
213,116,117,36,GEMEINDEN AB 2000 E.,LYCK,1,3,117,117,36,15159.0,113.0,0.0,40.0,314.0,117.0,1678.0,21.0,338.0,2529.0,59.0,1071.0,1632.0,1570.0,93.0,300.0,2088.0,216.0,0.0,142.0,0.0,74.0,68.0,3.0,0.0,0.0,64.0,192.0,0.0,676.0,584.0,4604.0,4366.0,2604.0,287.0,932.0,3304.0,21.0,4236.0,4889.0,272.0,13377.0,1782.0,15361.0,13951.0,609.0,187.0,15512.0,6181.0,1934.0,5239.0,942.0,1727.0,7604.0,5294.0,337.0,1842.0,1666.0,966.0,428.0,1028.0,420.0,613.0,986.0,1767.0,425.0,187.0,724.0,31.0,15512.0,843.0,15159.0,6319.0,2993.0,639.0,2255.0,3377.0,589.0,341.0,70.0,11510.0,14047.0,125725.0,113.0,365.0,344.0,178.0,145.0,2881.0,268.0,228.0,336.0,,,,,,,,,,,,,1,0
214,5750,5221,1048,GEMEINDEN AB 2000 E.,LUGAU,30,1,5221,5221,1048,10619.0,134.0,0.0,8.0,77.0,121.0,602.0,190.0,543.0,6086.0,49.0,363.0,401.0,138.0,73.0,29.0,206.0,16.0,1.0,26.0,0.0,19.0,18.0,5.0,0.0,0.0,0.0,29.0,0.0,79.0,340.0,7280.0,975.0,252.0,68.0,108.0,1154.0,190.0,1177.0,6364.0,249.0,9023.0,1596.0,10619.0,9679.0,219.0,2.0,11234.0,4813.0,1596.0,3826.0,987.0,1380.0,5041.0,3601.0,245.0,2715.0,608.0,185.0,73.0,479.0,274.0,130.0,329.0,2541.0,73.0,85.0,884.0,18.0,11234.0,348.0,10619.0,6332.0,3956.0,28.0,107.0,2742.0,651.0,313.0,36.0,9382.0,10768.0,96640.0,113.0,412.0,406.0,69.0,43.0,2385.0,108.0,249.0,231.0,,,,,,,,,,,,,1,0
215,2930,2931,595,GEMEINDEN AB 2000 E.,LUENEN,18,1,0,0,595,23782.0,169.0,0.0,44.0,144.0,158.0,1030.0,4.0,1536.0,14544.0,58.0,865.0,968.0,485.0,125.0,121.0,736.0,29.0,0.0,166.0,0.0,65.0,63.0,3.0,1.0,0.0,18.0,150.0,0.0,548.0,515.0,17168.0,2443.0,886.0,297.0,717.0,2352.0,4.0,3367.0,15415.0,344.0,22026.0,1756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23782.0,9203.0,7730.0,50.0,382.0,5257.0,417.0,500.0,83.0,21335.0,24121.0,213250.0,90.0,411.0,435.0,64.0,27.0,4325.0,418.0,514.0,184.0,,,,,,,,,,,,,1,0
216,2240,2241,455,stadtkreise,LUENEBURG,15,1,2241,2241,455,28899.0,159.0,0.0,63.0,245.0,78.0,2048.0,60.0,1324.0,8659.0,79.0,2029.0,2945.0,1839.0,189.0,407.0,1941.0,246.0,6.0,280.0,0.0,357.0,321.0,5.0,4.0,2.0,75.0,341.0,0.0,904.0,545.0,12110.0,7002.0,2600.0,963.0,1324.0,4927.0,62.0,6705.0,11651.0,357.0,24544.0,4355.0,28899.0,26156.0,1158.0,131.0,31171.0,13016.0,3865.0,10275.0,2741.0,4267.0,13888.0,10226.0,356.0,3899.0,3281.0,1952.0,787.0,1878.0,506.0,1186.0,2078.0,3869.0,758.0,413.0,2231.0,97.0,31171.0,854.0,28899.0,9132.0,7682.0,12.0,83.0,7646.0,310.0,564.0,126.0,35237.0,28129.0,256050.0,264.0,521.0,198.0,17.0,9.0,6426.0,599.0,621.0,931.0,2122.0,1138.0,333.0,651.0,2722.0,770.0,816.0,1136.0,2536.0,282.0,574.0,1680.0,1,0
217,3078,3079,611,stadtkreise,LUEDENSCHEID,18,1,3079,3079,611,32758.0,92.0,0.0,15.0,221.0,50.0,3521.0,171.0,2904.0,17359.0,72.0,1756.0,1579.0,808.0,194.0,161.0,1066.0,74.0,1.0,217.0,0.0,109.0,128.0,4.0,6.0,6.0,20.0,140.0,0.0,649.0,378.0,23856.0,4337.0,1302.0,458.0,815.0,5753.0,177.0,5693.0,18730.0,321.0,31146.0,1612.0,32758.0,26022.0,4532.0,114.0,35186.0,18189.0,5983.0,16170.0,2019.0,2419.0,14578.0,11053.0,224.0,11727.0,2557.0,1096.0,566.0,2432.0,532.0,519.0,2483.0,9643.0,561.0,265.0,1743.0,11.0,35186.0,358.0,32758.0,6639.0,4292.0,26.0,83.0,8828.0,632.0,315.0,53.0,30597.0,32817.0,304240.0,100.0,463.0,388.0,49.0,29.0,7779.0,423.0,626.0,559.0,1784.0,907.0,448.0,429.0,2363.0,878.0,659.0,826.0,2459.0,226.0,832.0,1401.0,1,0
218,6303,6304,1246,stadtkreise,LUEBECK,35,3,6304,6304,1246,120788.0,1016.0,0.0,159.0,1691.0,398.0,7446.0,196.0,6481.0,36157.0,368.0,9121.0,14382.0,13290.0,1087.0,1094.0,6818.0,717.0,18.0,1107.0,0.0,1187.0,1151.0,8.0,0.0,0.0,3.0,366.0,0.0,4285.0,3264.0,50452.0,37880.0,8647.0,3453.0,4654.0,19784.0,196.0,29030.0,53372.0,1879.0,108350.0,12438.0,120788.0,114488.0,3779.0,629.0,129427.0,59093.0,17713.0,41502.0,17591.0,14184.0,56150.0,42004.0,1703.0,14133.0,15851.0,6740.0,3075.0,8114.0,1866.0,3311.0,9508.0,15716.0,2987.0,3440.0,13506.0,645.0,129427.0,4055.0,120788.0,9190.0,7752.0,31.0,187.0,33535.0,358.0,557.0,85.0,143536.0,119364.0,1092725.0,258.0,538.0,216.0,13.0,7.0,28931.0,2712.0,1892.0,3364.0,9919.0,6011.0,1970.0,1938.0,14997.0,4870.0,5866.0,4261.0,15556.0,1647.0,4358.0,9551.0,1,0
219,4753,4754,986,stadtkreise,LUDWIGSHAFEN A. RH.,27,1,4754,4754,986,101869.0,226.0,0.0,38.0,221.0,210.0,5140.0,74.0,15638.0,43000.0,373.0,4561.0,9992.0,5507.0,773.0,443.0,3645.0,397.0,18.0,539.0,0.0,658.0,469.0,20.0,0.0,0.0,26.0,635.0,0.0,2484.0,695.0,64151.0,20833.0,4503.0,1686.0,3145.0,10909.0,74.0,29997.0,50229.0,1394.0,95013.0,6856.0,101869.0,49326.0,46592.0,1211.0,107344.0,45970.0,12377.0,33538.0,12432.0,9510.0,51864.0,38376.0,357.0,16835.0,9556.0,4483.0,2307.0,4736.0,1256.0,3343.0,8652.0,13329.0,2222.0,2305.0,9750.0,377.0,107344.0,760.0,101869.0,7359.0,4183.0,163.0,617.0,23750.0,507.0,425.0,68.0,90090.0,102691.0,933545.0,96.0,409.0,401.0,94.0,63.0,18958.0,1981.0,2811.0,1028.0,7809.0,2922.0,1820.0,3067.0,9629.0,2703.0,1867.0,5059.0,10828.0,1524.0,2500.0,6804.0,1,0
220,4953,5484,1091,GEMEINDEN AB 2000 E.,LUDWIGSBURG,31,1,5484,5484,1091,28994.0,652.0,0.0,24.0,173.0,894.0,2666.0,193.0,2442.0,7945.0,163.0,1215.0,1833.0,683.0,348.0,415.0,4332.0,304.0,0.0,203.0,0.0,177.0,168.0,8.0,0.0,0.0,14.0,135.0,0.0,936.0,1743.0,13216.0,4079.0,5051.0,556.0,1085.0,5151.0,193.0,8822.0,9408.0,1413.0,25730.0,3264.0,28861.0,23860.0,4083.0,199.0,34135.0,17798.0,5949.0,15663.0,2135.0,3005.0,13332.0,9589.0,1164.0,7063.0,2370.0,4011.0,1055.0,2180.0,983.0,3033.0,2661.0,5784.0,1022.0,399.0,1694.0,42.0,34135.0,1633.0,30023.0,9331.0,8185.0,13.0,86.0,7068.0,211.0,630.0,159.0,34274.0,27799.0,254195.0,229.0,557.0,200.0,14.0,7.0,5935.0,703.0,430.0,600.0,1226.0,843.0,175.0,208.0,1675.0,680.0,521.0,474.0,1787.0,349.0,552.0,886.0,1,0
221,253,254,89,GEMEINDEN AB 2000 E.,LUCKENWALDE,4,2,254,254,89,24791.0,139.0,0.0,12.0,123.0,140.0,2349.0,288.0,2013.0,13187.0,110.0,1145.0,1034.0,572.0,172.0,117.0,600.0,153.0,0.0,166.0,0.0,77.0,107.0,2.0,7.0,7.0,33.0,121.0,0.0,468.0,414.0,17659.0,2923.0,870.0,352.0,629.0,3923.0,295.0,3769.0,14263.0,424.0,22847.0,1944.0,24796.0,19062.0,1102.0,142.0,25763.0,13730.0,5011.0,9573.0,4157.0,2666.0,9367.0,6896.0,377.0,6231.0,1832.0,765.0,368.0,1765.0,589.0,372.0,1427.0,5058.0,362.0,392.0,3712.0,53.0,25763.0,597.0,24791.0,6940.0,4020.0,281.0,1029.0,7751.0,729.0,242.0,29.0,23990.0,24868.0,231275.0,135.0,501.0,311.0,53.0,40.0,6849.0,586.0,316.0,1080.0,3844.0,2672.0,786.0,386.0,3886.0,1268.0,1565.0,1053.0,3592.0,797.0,1054.0,1741.0,1,0
222,112,113,35,GEMEINDEN AB 2000 E.,LOETZEN,1,3,113,113,35,10552.0,271.0,0.0,37.0,278.0,129.0,906.0,25.0,233.0,1948.0,42.0,536.0,1079.0,1016.0,34.0,149.0,1468.0,233.0,0.0,77.0,0.0,79.0,50.0,2.0,0.0,0.0,6.0,60.0,0.0,408.0,715.0,3129.0,2665.0,1850.0,208.0,474.0,1939.0,25.0,2902.0,3585.0,207.0,9041.0,1511.0,10984.0,10196.0,438.0,102.0,11847.0,5282.0,1563.0,4808.0,474.0,1255.0,5310.0,3739.0,472.0,1321.0,1125.0,1557.0,333.0,695.0,348.0,1178.0,874.0,1403.0,310.0,140.0,311.0,23.0,11847.0,809.0,10552.0,7087.0,3693.0,631.0,2171.0,2245.0,609.0,314.0,77.0,7692.0,9400.0,84240.0,110.0,373.0,323.0,194.0,161.0,1942.0,172.0,131.0,187.0,,,,,,,,,,,,,1,0
223,5201,5732,1143,GEMEINDEN AB 2000 E.,LOERRACH,32,2,5732,5732,1143,16011.0,230.0,0.0,14.0,166.0,205.0,1254.0,10.0,1325.0,6764.0,30.0,936.0,1222.0,491.0,135.0,167.0,906.0,30.0,0.0,136.0,0.0,108.0,87.0,2.0,0.0,0.0,5.0,132.0,0.0,573.0,615.0,9373.0,2784.0,1103.0,333.0,710.0,2723.0,10.0,3580.0,7670.0,372.0,14918.0,1093.0,16011.0,8570.0,6819.0,151.0,18264.0,9567.0,3395.0,7694.0,1873.0,1493.0,7204.0,5174.0,342.0,4374.0,1597.0,966.0,415.0,1223.0,363.0,574.0,1384.0,3749.0,401.0,252.0,1590.0,31.0,18264.0,652.0,16011.0,8948.0,7315.0,12.0,62.0,4115.0,285.0,618.0,97.0,18224.0,16207.0,147550.0,190.0,545.0,243.0,22.0,12.0,3383.0,536.0,196.0,334.0,,,,,,,,,,,,,1,0
224,5498,4969,1019,GEMEINDEN AB 2000 E.,LOEBAU,28,2,4969,4969,1019,12635.0,53.0,0.0,20.0,155.0,17.0,1088.0,96.0,824.0,4395.0,63.0,733.0,1138.0,544.0,131.0,159.0,1128.0,96.0,0.0,85.0,0.0,50.0,37.0,6.0,0.0,0.0,0.0,29.0,0.0,446.0,245.0,6370.0,2546.0,1383.0,178.0,475.0,2118.0,96.0,3160.0,5256.0,217.0,11197.0,1438.0,12635.0,11294.0,885.0,35.0,13068.0,6640.0,2109.0,5150.0,1490.0,1375.0,5053.0,3681.0,140.0,2164.0,1405.0,1113.0,328.0,929.0,280.0,980.0,698.0,1936.0,327.0,218.0,1224.0,48.0,13068.0,283.0,12635.0,6418.0,3760.0,149.0,482.0,3672.0,521.0,414.0,65.0,13789.0,12368.0,113660.0,214.0,512.0,241.0,33.0,23.0,3248.0,282.0,142.0,488.0,,,,,,,,,,,,,1,0
225,3073,3074,610,GEMEINDEN AB 2000 E.,LIPPSTADT,18,1,3074,3074,610,18498.0,180.0,0.0,23.0,281.0,202.0,1653.0,12.0,855.0,6878.0,46.0,1178.0,1892.0,976.0,170.0,101.0,823.0,125.0,2.0,154.0,0.0,80.0,93.0,1.0,0.0,0.0,5.0,120.0,0.0,621.0,686.0,9432.0,4216.0,1051.0,328.0,746.0,3266.0,12.0,3678.0,8473.0,421.0,16459.0,2039.0,18498.0,4091.0,14167.0,146.0,19471.0,8516.0,2475.0,6467.0,2049.0,1625.0,9330.0,6902.0,462.0,2822.0,1805.0,854.0,524.0,1267.0,464.0,452.0,1222.0,2546.0,516.0,292.0,1713.0,44.0,19471.0,854.0,18498.0,9740.0,9226.0,0.0,0.0,4149.0,317.0,537.0,146.0,19134.0,18027.0,161840.0,171.0,480.0,312.0,37.0,18.0,3810.0,154.0,185.0,229.0,,,,,,,,,,,,,1,0
226,4038,4039,757,GEMEINDEN AB 2000 E.,LINTFORT,23,1,4039,4039,757,11883.0,91.0,0.0,14.0,63.0,74.0,95.0,0.0,664.0,9880.0,2.0,63.0,125.0,46.0,5.0,7.0,67.0,26.0,0.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,31.0,0.0,130.0,242.0,10641.0,239.0,100.0,12.0,164.0,264.0,0.0,874.0,10049.0,81.0,11398.0,485.0,11883.0,3978.0,6560.0,1.0,13775.0,4579.0,516.0,3542.0,1037.0,943.0,8253.0,5754.0,210.0,2956.0,193.0,78.0,105.0,143.0,110.0,24.0,309.0,2851.0,105.0,21.0,976.0,40.0,13775.0,274.0,11883.0,9996.0,9975.0,0.0,0.0,2362.0,122.0,839.0,39.0,10072.0,12926.0,110235.0,40.0,362.0,521.0,77.0,25.0,1640.0,263.0,459.0,7.0,,,,,,,,,,,,,1,0
227,1983,1984,401,GEMEINDEN AB 2000 E.,LINGEN,14,1,1984,1984,401,10914.0,89.0,0.0,16.0,25.0,249.0,690.0,11.0,181.0,1238.0,45.0,602.0,1123.0,3868.0,101.0,75.0,692.0,52.0,0.0,85.0,0.0,29.0,25.0,2.0,0.0,0.0,7.0,94.0,0.0,314.0,379.0,2154.0,5694.0,819.0,141.0,415.0,1541.0,11.0,2048.0,5302.0,397.0,9602.0,1312.0,10914.0,4089.0,6564.0,74.0,11591.0,4415.0,1188.0,3574.0,841.0,1214.0,5962.0,4107.0,162.0,1001.0,1624.0,529.0,258.0,607.0,269.0,425.0,508.0,1521.0,244.0,74.0,731.0,36.0,11591.0,265.0,10914.0,9868.0,9509.0,0.0,0.0,2331.0,208.0,627.0,165.0,11439.0,10555.0,91710.0,186.0,465.0,326.0,23.0,6.0,2083.0,139.0,109.0,118.0,,,,,,,,,,,,,1,0
228,4276,4277,817,stadtkreise,LINDAU (BODENSEE),24,2,4277,4277,817,13582.0,522.0,0.0,53.0,355.0,374.0,1164.0,16.0,458.0,2400.0,55.0,733.0,1941.0,1354.0,134.0,150.0,1234.0,84.0,0.0,136.0,0.0,87.0,59.0,5.0,0.0,0.0,68.0,39.0,0.0,548.0,1304.0,4077.0,4162.0,1468.0,287.0,655.0,2705.0,16.0,3841.0,4291.0,568.0,11953.0,1629.0,13582.0,4890.0,8489.0,18.0,13787.0,6846.0,2281.0,6016.0,830.0,1374.0,5567.0,4145.0,795.0,1734.0,2009.0,1079.0,399.0,1089.0,684.0,1016.0,747.0,2112.0,368.0,116.0,671.0,43.0,13787.0,1204.0,13582.0,9147.0,7422.0,61.0,444.0,3117.0,234.0,630.0,136.0,14838.0,12293.0,112090.0,221.0,562.0,204.0,13.0,6.0,2611.0,392.0,114.0,222.0,,,,,,,,,,,,,1,0
229,3303,3304,659,KREISE M.GEMEINDEN >,LIMBURG,19,2,0,0,659,59156.0,7467.0,0.0,108.0,959.0,7839.0,4178.0,42.0,1120.0,15057.0,203.0,2657.0,4118.0,4015.0,355.0,349.0,2016.0,409.0,8.0,311.0,0.0,236.0,116.0,4.0,5.0,1.0,83.0,788.0,0.0,864.0,16373.0,20558.0,11145.0,2782.0,667.0,1740.0,14967.0,43.0,7681.0,21344.0,8409.0,53265.0,5891.0,59156.0,11332.0,47019.0,613.0,63269.0,31418.0,11466.0,26061.0,5357.0,5555.0,26296.0,18174.0,12257.0,6138.0,4427.0,2257.0,982.0,6677.0,8470.0,1292.0,2367.0,6301.0,954.0,477.0,4782.0,98.0,63269.0,16412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
230,5668,5139,1040,GEMEINDEN AB 2000 E.,LIMBACH,30,1,5139,5139,1040,17044.0,33.0,0.0,5.0,103.0,21.0,3492.0,1690.0,1444.0,7829.0,168.0,899.0,711.0,250.0,156.0,79.0,519.0,19.0,2.0,103.0,0.0,28.0,39.0,7.0,0.0,0.0,2.0,24.0,0.0,376.0,162.0,12933.0,2016.0,619.0,177.0,402.0,4606.0,1690.0,2709.0,8264.0,354.0,16309.0,735.0,17044.0,15280.0,338.0,11.0,18200.0,10608.0,4416.0,7886.0,2722.0,1099.0,6493.0,4598.0,119.0,5747.0,1154.0,522.0,344.0,1361.0,428.0,297.0,1006.0,4461.0,333.0,247.0,2465.0,10.0,18200.0,209.0,17044.0,6352.0,3467.0,187.0,586.0,4560.0,478.0,471.0,51.0,17441.0,17266.0,159165.0,152.0,488.0,320.0,40.0,23.0,3648.0,505.0,407.0,463.0,,,,,,,,,,,,,1,0
231,974,975,227,stadtkreise,LIEGNITZ,8,1,975,975,227,73123.0,270.0,0.0,84.0,652.0,195.0,6195.0,1380.0,3813.0,20790.0,462.0,5015.0,8492.0,4438.0,674.0,802.0,4913.0,509.0,15.0,555.0,0.0,453.0,695.0,6.0,11.0,2.0,206.0,248.0,0.0,2702.0,1201.0,31260.0,18619.0,6239.0,1709.0,3167.0,12848.0,1382.0,17961.0,27332.0,1352.0,62195.0,10928.0,73123.0,57327.0,12201.0,833.0,76544.0,36014.0,12772.0,25956.0,10058.0,9506.0,31024.0,22901.0,763.0,10792.0,8371.0,4059.0,1971.0,4571.0,1336.0,2579.0,5036.0,10529.0,1905.0,1778.0,7892.0,388.0,76544.0,3024.0,73123.0,4083.0,1558.0,1237.0,2688.0,21051.0,662.0,281.0,57.0,67523.0,72809.0,669095.0,138.0,430.0,321.0,111.0,92.0,17950.0,1528.0,1573.0,3270.0,6570.0,3582.0,1016.0,1972.0,8616.0,3477.0,2574.0,2565.0,8258.0,1388.0,2498.0,4372.0,1,0
232,5724,5195,1044,GEMEINDEN AB 2000 E.,LICHTENSTEIN-CALLNBERG,30,1,5195,5195,1044,11829.0,100.0,0.0,13.0,94.0,73.0,1668.0,814.0,748.0,5813.0,90.0,529.0,324.0,165.0,114.0,61.0,421.0,16.0,2.0,73.0,0.0,45.0,39.0,3.0,0.0,0.0,2.0,38.0,0.0,158.0,280.0,8319.0,1132.0,500.0,160.0,198.0,2431.0,814.0,1553.0,6165.0,282.0,10589.0,1240.0,11829.0,11346.0,117.0,7.0,12937.0,5981.0,2229.0,4498.0,1483.0,1479.0,5477.0,3816.0,167.0,3150.0,671.0,375.0,135.0,714.0,305.0,214.0,499.0,2636.0,130.0,114.0,1341.0,28.0,12937.0,290.0,11829.0,7949.0,5833.0,19.0,74.0,3259.0,593.0,371.0,36.0,11400.0,11886.0,106930.0,170.0,445.0,334.0,51.0,33.0,2866.0,165.0,228.0,397.0,,,,,,,,,,,,,1,0
233,3868,3869,738,GEMEINDEN AB 2000 E.,LEVERKUSEN,22,1,3869,3869,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39157.0,12669.0,24414.0,69.0,43586.0,19009.0,4618.0,15464.0,3545.0,2939.0,21638.0,15989.0,822.0,11073.0,2034.0,858.0,677.0,1610.0,762.0,531.0,2824.0,9072.0,665.0,370.0,3098.0,77.0,43586.0,1231.0,,,,,,,,,,,,,,,,,,,,,,2451.0,797.0,289.0,1365.0,3202.0,787.0,659.0,1756.0,3577.0,316.0,676.0,2585.0,1,0
234,1075,1076,247,GEMEINDEN AB 2000 E.,LEOBSCHUETZ,9,1,1076,1076,247,12755.0,216.0,0.0,24.0,323.0,152.0,1471.0,277.0,477.0,3340.0,128.0,786.0,1216.0,503.0,139.0,154.0,1128.0,110.0,9.0,110.0,0.0,45.0,75.0,3.0,1.0,0.0,22.0,113.0,0.0,460.0,715.0,5416.0,2644.0,1401.0,233.0,596.0,2738.0,277.0,2912.0,4464.0,431.0,11005.0,1750.0,13077.0,1389.0,11492.0,127.0,13824.0,6106.0,2326.0,4970.0,1136.0,1715.0,6003.0,4179.0,617.0,1821.0,1200.0,928.0,404.0,940.0,503.0,534.0,884.0,1714.0,395.0,196.0,890.0,50.0,13824.0,1060.0,12755.0,6945.0,4256.0,172.0,637.0,3322.0,709.0,245.0,46.0,9660.0,12562.0,112990.0,112.0,370.0,323.0,195.0,158.0,3024.0,197.0,101.0,554.0,,,,,,,,,,,,,1,0
235,2665,2666,536,GEMEINDEN AB 2000 E.,LENGERICH,17,1,2666,2666,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11826.0,11026.0,642.0,53.0,13181.0,6362.0,2206.0,5450.0,912.0,1566.0,5253.0,3653.0,2563.0,1649.0,702.0,380.0,156.0,1190.0,1623.0,233.0,450.0,1800.0,154.0,79.0,817.0,16.0,13181.0,3417.0,11876.0,9866.0,9424.0,6.0,52.0,2313.0,217.0,614.0,169.0,1644.0,11059.0,100110.0,99.0,531.0,349.0,21.0,11.0,2002.0,101.0,210.0,55.0,,,,,,,,,,,,,1,0
236,2870,2871,588,GEMEINDEN AB 2000 E.,LEMGO,17,6,2871,2871,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12390.0,5563.0,1835.0,4605.0,958.0,1294.0,5533.0,3958.0,674.0,2076.0,968.0,570.0,317.0,1050.0,566.0,252.0,638.0,1787.0,312.0,139.0,793.0,26.0,12390.0,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
237,2195,2196,442,GEMEINDEN AB 2000 E.,LEHRTE,15,1,2196,2196,442,10714.0,185.0,0.0,24.0,260.0,104.0,574.0,2.0,393.0,2449.0,24.0,355.0,3180.0,1402.0,62.0,38.0,268.0,45.0,4.0,73.0,0.0,23.0,27.0,3.0,0.0,0.0,28.0,131.0,0.0,168.0,573.0,3440.0,4999.0,355.0,126.0,327.0,1225.0,2.0,3916.0,4314.0,197.0,9820.0,894.0,10714.0,9265.0,1042.0,32.0,11293.0,4904.0,1263.0,3984.0,920.0,981.0,5408.0,3979.0,472.0,1299.0,1752.0,290.0,171.0,589.0,265.0,704.0,576.0,1680.0,170.0,166.0,731.0,23.0,11293.0,631.0,10714.0,8271.0,6238.0,23.0,92.0,2641.0,148.0,757.0,95.0,12443.0,10629.0,96345.0,198.0,563.0,227.0,12.0,5.0,2300.0,100.0,241.0,136.0,,,,,,,,,,,,,1,0
238,2012,2013,410,KREISE M.GEMEINDEN >,LEER,14,2,0,0,410,61266.0,12636.0,0.0,361.0,4258.0,11235.0,3458.0,11.0,780.0,7728.0,126.0,3010.0,3428.0,5287.0,353.0,340.0,1412.0,272.0,1.0,248.0,0.0,63.0,76.0,6.0,0.0,0.0,49.0,1064.0,0.0,1040.0,28490.0,12092.0,12078.0,2025.0,393.0,2153.0,19692.0,11.0,6093.0,18685.0,11721.0,57231.0,4035.0,61254.0,54437.0,4232.0,329.0,96618.0,48558.0,18276.0,43680.0,4878.0,5773.0,42287.0,27024.0,24730.0,7915.0,7391.0,2064.0,1580.0,10173.0,14798.0,1163.0,2666.0,13317.0,1563.0,393.0,4361.0,124.0,96618.0,38467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
239,655,656,164,GEMEINDEN AB 2000 E.,LAUENBURG,6,2,656,656,164,17161.0,149.0,0.0,47.0,322.0,67.0,1378.0,28.0,483.0,4854.0,34.0,960.0,1623.0,1176.0,90.0,167.0,1084.0,118.0,0.0,145.0,0.0,350.0,103.0,1.0,2.0,0.0,23.0,329.0,0.0,540.0,585.0,6749.0,3849.0,1369.0,599.0,894.0,2801.0,28.0,3610.0,6902.0,192.0,14045.0,3116.0,17161.0,14724.0,1849.0,293.0,18962.0,7262.0,2094.0,5007.0,2255.0,2775.0,8925.0,6267.0,301.0,1775.0,1531.0,998.0,402.0,892.0,314.0,664.0,1010.0,1731.0,396.0,244.0,1874.0,137.0,18962.0,1083.0,17161.0,6413.0,3223.0,903.0,2684.0,3814.0,647.0,303.0,50.0,12561.0,16241.0,144835.0,104.0,333.0,358.0,205.0,166.0,3262.0,253.0,299.0,315.0,1775.0,950.0,209.0,616.0,2115.0,555.0,607.0,953.0,1981.0,298.0,358.0,1325.0,1,0
240,962,963,225,GEMEINDEN AB 2000 E.,LAUBAN,8,1,963,963,225,15971.0,130.0,0.0,13.0,203.0,88.0,2221.0,883.0,913.0,4533.0,73.0,797.0,1388.0,2018.0,127.0,103.0,665.0,101.0,2.0,111.0,0.0,120.0,72.0,4.0,1.0,0.0,18.0,99.0,0.0,511.0,434.0,7740.0,4330.0,871.0,307.0,629.0,3363.0,883.0,3117.0,7026.0,294.0,14311.0,1660.0,16012.0,12775.0,2810.0,35.0,16201.0,8476.0,3666.0,6781.0,1695.0,1883.0,5842.0,4119.0,299.0,3542.0,1769.0,759.0,412.0,1118.0,349.0,461.0,1052.0,3400.0,401.0,222.0,1425.0,48.0,16201.0,492.0,15971.0,6619.0,3980.0,218.0,730.0,4640.0,667.0,279.0,54.0,15006.0,15670.0,143585.0,155.0,457.0,301.0,87.0,69.0,4119.0,296.0,225.0,695.0,,,,,,,,,,,,,1,0
