DATE,Gemeinde,YEAR,MONTH,tot_unt_Arbeitslose_Einw,aircraft,i
1933-02-01,Leverkusen,1933,2,24.339232360376926,0.0,256
1934-02-01,Leverkusen,1934,2,12.032358206249574,0.0,256
1935-02-01,Leverkusen,1935,2,12.301923032949945,0.0,256
1936-02-01,Leverkusen,1936,2,13.399571578323686,0.0,256
1932-02-01,Lichtenstein-Callnberg,1932,2,84.79878254988164,0.0,257
1933-02-01,Lichtenstein-Callnberg,1933,2,56.183377414442575,0.0,257
1934-02-01,Lichtenstein-Callnberg,1934,2,43.58222770749769,0.0,257
1935-02-01,Lichtenstein-Callnberg,1935,2,39.399334313801376,0.0,257
1936-02-01,Lichtenstein-Callnberg,1936,2,42.4922600619195,0.0,257
1932-02-01,Liegnitz,1932,2,84.29978118161925,0.0,258
1933-02-01,Liegnitz,1933,2,56.229989327641405,0.0,258
1934-02-01,Liegnitz,1934,2,49.94760282944721,0.0,258
1935-02-01,Liegnitz,1935,2,37.687752460880816,0.0,258
1936-02-01,Liegnitz,1936,2,56.67884163840334,0.0,258
1932-02-01,Limbach,1932,2,90.49800328870096,0.0,259
1933-02-01,Limbach,1933,2,64.55989598055288,0.0,259
1934-02-01,Limbach,1934,2,45.03711850426175,0.0,259
1935-02-01,Limbach,1935,2,45.40457343887423,0.0,259
1936-02-01,Limbach,1936,2,48.72006606110652,0.0,259
1932-02-01,Limburg,1932,2,28.700643590189596,0.0,260
1933-02-01,Limburg,1933,2,12.906512694234523,0.0,260
1934-02-01,Limburg,1934,2,7.9252523567197795,0.0,260
1935-02-01,Limburg,1935,2,10.992671552298468,0.0,260
1936-02-01,Limburg,1936,2,15.208490014205731,0.0,260
1932-02-01,Lindau (Bodensee),1932,2,33.31122411378878,0.0,261
1933-02-01,Lindau (Bodensee),1933,2,32.746144287698264,0.0,261
1934-02-01,Lindau (Bodensee),1934,2,16.8543407192154,0.0,261
1935-02-01,Lindau (Bodensee),1935,2,11.9220703692934,0.0,261
1936-02-01,Lindau (Bodensee),1936,2,10.292838503914178,0.0,261
1932-02-01,Lingen,1932,2,36.999725249564975,0.0,262
1933-02-01,Lingen,1933,2,28.538509261721174,0.0,262
1934-02-01,Lingen,1934,2,1.3845621322256838,0.0,262
1935-02-01,Lingen,1935,2,9.209383145091225,0.0,262
1936-02-01,Lingen,1936,2,17.5,0.0,262
1932-02-01,Lintfort,1932,2,59.2057761732852,0.0,263
1933-02-01,Lintfort,1933,2,50.08335145321446,0.0,263
1934-02-01,Lintfort,1934,2,30.311841244457366,0.0,263
1935-02-01,Lintfort,1935,2,42.149478563151796,0.0,263
1936-02-01,Lintfort,1936,2,20.38233240223464,0.0,263
1932-02-01,Lippstadt,1932,2,51.00772680607338,0.0,264
1933-02-01,Lippstadt,1933,2,28.80872047754996,0.0,264
1934-02-01,Lippstadt,1934,2,4.184944284777895,0.0,264
1935-02-01,Lippstadt,1935,2,8.922234614214743,0.0,264
1936-02-01,Lippstadt,1936,2,14.893179950698439,0.0,264
1932-02-01,Lockstedt,1932,2,77.70014310968936,0.0,265
1933-02-01,Lockstedt,1933,2,41.106616207751536,0.0,265
1934-02-01,Lockstedt,1934,2,17.19517641804377,0.0,265
1935-02-01,Lockstedt,1935,2,23.709668400156573,0.0,265
1936-02-01,Lockstedt,1936,2,31.195743489218707,0.0,265
1932-02-01,Luckenwalde,1932,2,128.99842684845305,0.0,266
1933-02-01,Luckenwalde,1933,2,72.40281435478165,0.0,266
1934-02-01,Luckenwalde,1934,2,14.501697007096576,0.0,266
1935-02-01,Luckenwalde,1935,2,10.922566803198752,0.0,266
1936-02-01,Luckenwalde,1936,2,23.25130788606859,0.0,266
1932-02-01,Ludwigsburg,1932,2,43.79804972210204,0.0,267
1933-02-01,Ludwigsburg,1933,2,28.197006397118194,0.0,267
1934-02-01,Ludwigsburg,1934,2,10.733928677035898,0.0,267
1935-02-01,Ludwigsburg,1935,2,7.597451931506049,0.0,267
1936-02-01,Ludwigsburg,1936,2,4.7783151371231645,0.0,267
1932-02-01,Ludwigshafen a. Rh.,1932,2,52.80460040822735,0.0,268
1933-02-01,Ludwigshafen a. Rh.,1933,2,39.19042353732994,0.0,268
1934-02-01,Ludwigshafen a. Rh.,1934,2,31.245856301263473,0.0,268
1935-02-01,Ludwigshafen a. Rh.,1935,2,21.481020766224482,0.0,268
1936-02-01,Ludwigshafen a. Rh.,1936,2,22.388894065033075,0.0,268
1932-02-01,Lugau,1932,2,63.300678221552374,0.0,269
1933-02-01,Lugau,1933,2,26.846863300155235,0.0,269
1934-02-01,Lugau,1934,2,22.228173540439208,0.0,269
1935-02-01,Lugau,1935,2,24.795591894774265,0.0,269
1936-02-01,Lugau,1936,2,26.4002854084909,0.0,269
1932-02-01,Lyck,1932,2,35.59112499186674,0.0,270
1933-02-01,Lyck,1933,2,32.16393230011024,0.0,270
1934-02-01,Lyck,1934,2,13.323847099152706,0.0,270
1935-02-01,Lyck,1935,2,13.2917401329174,0.0,270
1936-02-01,Lyck,1936,2,24.859966014223676,0.0,270
1932-02-01,Löbau,1932,2,61.29722024233785,0.0,271
1933-02-01,Löbau,1933,2,45.84660812805968,0.0,271
1934-02-01,Löbau,1934,2,31.108727300589994,0.0,271
1935-02-01,Löbau,1935,2,36.898395721925134,0.0,271
1936-02-01,Löbau,1936,2,39.00166852057843,0.0,271
1932-02-01,Lörrach,1932,2,61.301006061363495,0.0,272
1933-02-01,Lörrach,1933,2,42.04932709524635,0.0,272
1934-02-01,Lörrach,1934,2,23.338434630520332,0.0,272
1935-02-01,Lörrach,1935,2,21.191545285291863,0.0,272
1936-02-01,Lörrach,1936,2,18.378733180177225,0.0,272
1932-02-01,Lötzen,1932,2,44.00911161731207,0.0,273
1933-02-01,Lötzen,1933,2,32.35880975101934,0.0,273
1934-02-01,Lötzen,1934,2,3.6847835189682607,0.0,273
1935-02-01,Lötzen,1935,2,17.200674536256322,0.0,273
1936-02-01,Lötzen,1936,2,29.815255167367845,0.0,273
1932-02-01,Lübeck,1932,2,92.09862451717493,0.0,274
1933-02-01,Lübeck,1933,2,49.587892455017546,0.0,274
1934-02-01,Lübeck,1934,2,34.976949288434554,0.0,274
1935-02-01,Lübeck,1935,2,28.994805516047244,0.0,274
1936-02-01,Lübeck,1936,2,22.70408951809836,0.0,274
1932-02-01,Lüdenscheid,1932,2,55.88680252736496,0.0,275
1933-02-01,Lüdenscheid,1933,2,30.291931487665625,0.0,275
1934-02-01,Lüdenscheid,1934,2,10.417543564273085,0.0,275
1935-02-01,Lüdenscheid,1935,2,11.838721333078281,0.0,275
1936-02-01,Lüdenscheid,1936,2,4.483821595636896,0.0,275
1932-02-01,Lüneburg,1932,2,57.30084672541904,0.0,276
1933-02-01,Lüneburg,1933,2,30.37414066631412,0.0,276
1934-02-01,Lüneburg,1934,2,13.761321086824337,0.0,276
1935-02-01,Lüneburg,1935,2,15.700250433442497,0.0,276
1936-02-01,Lüneburg,1936,2,20.02503128911139,0.0,276
1932-02-01,Lünen,1932,2,41.10202446324622,0.0,277
1933-02-01,Lünen,1933,2,23.631557358370173,0.0,277
1934-02-01,Lünen,1934,2,17.811478508372062,0.0,277
1935-02-01,Lünen,1935,2,16.000523891641745,0.0,277
1936-02-01,Lünen,1936,2,27.101636614595886,0.0,277
1932-02-01,Magdeburg,1932,2,64.80278437893405,0.0,278
1933-02-01,Magdeburg,1933,2,43.90983115675654,0.0,278
1934-02-01,Magdeburg,1934,2,28.723296514458024,0.0,278
1935-02-01,Magdeburg,1935,2,16.784314236224162,0.0,278
1936-02-01,Magdeburg,1936,2,12.0992254142563,0.0,278
1932-02-01,Mainz,1932,2,62.79366486106548,0.0,279
1933-02-01,Mainz,1933,2,44.49781247505931,0.0,279
1934-02-01,Mainz,1934,2,27.36488848493323,0.0,279
1935-02-01,Mainz,1935,2,32.40461177660127,0.0,279
1936-02-01,Mainz,1936,2,36.813819039066004,0.0,279
1932-02-01,Mannheim,1932,2,54.93904507410818,0.0,280
1933-02-01,Mannheim,1933,2,35.78973574705694,0.0,280
1934-02-01,Mannheim,1934,2,28.659413447990353,0.0,280
1935-02-01,Mannheim,1935,2,28.592380689615112,0.0,280
1936-02-01,Mannheim,1936,2,29.702036254916475,0.0,280
1932-02-01,Mansfeld (Eisleben),1932,2,32.6031799729364,0.0,281
1933-02-01,Mansfeld (Eisleben),1933,2,19.247485409164288,0.0,281
1934-02-01,Mansfeld (Eisleben),1934,2,11.001996658652867,0.0,281
1935-02-01,Mansfeld (Eisleben),1935,2,30.07549479698021,0.0,281
1936-02-01,Mansfeld (Eisleben),1936,2,24.41518076230983,0.0,281
1932-02-01,Marburg,1932,2,21.002792278742263,0.0,282
1933-02-01,Marburg,1933,2,12.334604171338865,0.0,282
1934-02-01,Marburg,1934,2,13.999858587286997,0.0,282
1935-02-01,Marburg,1935,2,14.684700509397505,0.0,282
1936-02-01,Marburg,1936,2,20.12805546711946,0.0,282
1932-02-01,Marienburg,1932,2,61.52236960966101,0.0,283
1933-02-01,Marienburg,1933,2,49.14402521079976,0.0,283
1934-02-01,Marienburg,1934,2,10.42654028436019,0.0,283
1935-02-01,Marienburg,1935,2,44.22722538258152,0.0,283
1936-02-01,Marienburg,1936,2,44.91113413564995,0.0,283
1932-02-01,Marienwerder,1932,2,66.39004149377594,0.0,284
1933-02-01,Marienwerder,1933,2,41.18125169330804,0.0,284
1934-02-01,Marienwerder,1934,2,7.081241148448565,0.0,284
1935-02-01,Marienwerder,1935,2,24.19882275997384,0.0,284
1936-02-01,Marienwerder,1936,2,29.082774049217,0.0,284
1932-02-01,Marl,1932,2,49.19033427884097,0.0,285
1933-02-01,Marl,1933,2,12.578195564178905,0.0,285
1934-02-01,Marl,1934,2,5.823389021479714,0.0,285
1935-02-01,Marl,1935,2,18.193283935046505,0.0,285
1936-02-01,Marl,1936,2,23.6165632518678,0.0,285
1932-02-01,Mayen,1932,2,35.90960005271134,0.0,286
1933-02-01,Mayen,1933,2,19.706988201737328,0.0,286
1934-02-01,Mayen,1934,2,12.298232129131437,0.0,286
1935-02-01,Mayen,1935,2,18.582818930041153,0.0,286
1936-02-01,Mayen,1936,2,28.211749515816656,0.0,286
1932-02-01,Meerane,1932,2,83.70354992734066,0.0,287
1933-02-01,Meerane,1933,2,59.14241460829869,0.0,287
1934-02-01,Meerane,1934,2,37.67591475673502,0.0,287
1935-02-01,Meerane,1935,2,42.0008867749607,0.0,287
1936-02-01,Meerane,1936,2,50.19506897799943,0.0,287
1932-02-01,Meiningen,1932,2,42.699346046051545,0.0,288
1933-02-01,Meiningen,1933,2,28.43704384494783,0.0,288
1934-02-01,Meiningen,1934,2,17.626321974148063,0.0,288
1935-02-01,Meiningen,1935,2,15.991977621787091,0.0,288
1936-02-01,Meiningen,1936,2,22.399150743099785,0.0,288
1932-02-01,Meißen,1932,2,90.99898914428867,0.0,289
1933-02-01,Meißen,1933,2,63.482154389288326,0.0,289
1934-02-01,Meißen,1934,2,37.952675769654824,0.0,289
1935-02-01,Meißen,1935,2,35.790234773732564,0.0,289
1936-02-01,Meißen,1936,2,34.99936248884355,0.0,289
1932-02-01,Memmingen,1932,2,64.69500924214418,0.0,290
1933-02-01,Memmingen,1933,2,36.00244084344701,0.0,290
1934-02-01,Memmingen,1934,2,13.49846012712142,0.0,290
1935-02-01,Memmingen,1935,2,30.310948523647763,0.0,290
1936-02-01,Memmingen,1936,2,27.797716150081566,0.0,290
1932-02-01,Menden,1932,2,56.197018415667934,0.0,291
1933-02-01,Menden,1933,2,31.107424305267525,0.0,291
1934-02-01,Menden,1934,2,18.733807214508737,0.0,291
1935-02-01,Menden,1935,2,14.70686098356292,0.0,291
1936-02-01,Menden,1936,2,9.722408475258147,0.0,291
1932-02-01,Merseburg,1932,2,90.6076917076215,0.0,292
1933-02-01,Merseburg,1933,2,37.84626038781164,0.0,292
1934-02-01,Merseburg,1934,2,10.028424515346044,0.0,292
1935-02-01,Merseburg,1935,2,7.598007917251947,0.0,292
1936-02-01,Merseburg,1936,2,14.27569944554203,0.0,292
1932-02-01,Mettmann,1932,2,66.2999633296663,0.0,293
1933-02-01,Mettmann,1933,2,40.75516931375487,0.0,293
1934-02-01,Mettmann,1934,2,32.8917313841937,0.0,293
1935-02-01,Mettmann,1935,2,37.28270814272644,0.0,293
1936-02-01,Mettmann,1936,2,27.078420932532136,0.0,293
1932-02-01,Meuselwitz,1932,2,61.79775280898876,0.0,294
1933-02-01,Meuselwitz,1933,2,39.01746918506695,0.0,294
1934-02-01,Meuselwitz,1934,2,30.475673720383433,0.0,294
1935-02-01,Meuselwitz,1935,2,36.81537903518317,0.0,294
1936-02-01,Meuselwitz,1936,2,43.60018091361375,0.0,294
1932-02-01,Milspe,1932,2,87.00274652254807,0.0,295
1933-02-01,Milspe,1933,2,38.190156994178864,0.0,295
1934-02-01,Milspe,1934,2,14.943741209563994,0.0,295
1935-02-01,Milspe,1935,2,16.91163449619267,0.0,295
1936-02-01,Milspe,1936,2,17.783618046430135,0.0,295
1932-02-01,Minden,1932,2,35.70244279871781,0.0,296
1933-02-01,Minden,1933,2,24.080575947795865,0.0,296
1934-02-01,Minden,1934,2,9.728163377949496,0.0,296
1935-02-01,Minden,1935,2,11.103785696936049,0.0,296
1936-02-01,Minden,1936,2,12.09986749424646,0.0,296
1932-02-01,Mittweida,1932,2,75.78663625524857,0.0,297
1933-02-01,Mittweida,1933,2,42.9218042765725,0.0,297
1934-02-01,Mittweida,1934,2,32.13689482470785,0.0,297
1935-02-01,Mittweida,1935,2,34.493571652555666,0.0,297
1936-02-01,Mittweida,1936,2,36.29896961138135,0.0,297
1932-02-01,Moers,1932,2,41.90022421524664,0.0,298
1933-02-01,Moers,1933,2,26.664819752744396,0.0,298
1934-02-01,Moers,1934,2,15.34658564218766,0.0,298
1935-02-01,Moers,1935,2,19.767080208729308,0.0,298
1936-02-01,Moers,1936,2,15.061898211829437,0.0,298
1932-02-01,Mühlhausen i. Thür,1932,2,62.98976926425773,0.0,299
1933-02-01,Mühlhausen i. Thür,1933,2,40.31243447263577,0.0,299
1934-02-01,Mühlhausen i. Thür,1934,2,25.942553951329014,0.0,299
1935-02-01,Mühlhausen i. Thür,1935,2,24.097303336549693,0.0,299
1936-02-01,Mühlhausen i. Thür,1936,2,24.09883057253748,0.0,299
1932-02-01,Mülheim a. d. Ruhr,1932,2,56.395317720638275,0.0,300
1933-02-01,Mülheim a. d. Ruhr,1933,2,31.276755339702838,0.0,300
1934-02-01,Mülheim a. d. Ruhr,1934,2,24.729637183259705,0.0,300
1935-02-01,Mülheim a. d. Ruhr,1935,2,23.71334137768218,0.0,300
1936-02-01,Mülheim a. d. Ruhr,1936,2,15.817447168976814,0.0,300
1932-02-01,München,1932,2,67.4010057760616,0.0,301
1933-02-01,München,1933,2,47.16978486663526,0.0,301
1934-02-01,München,1934,2,32.1059620688481,0.0,301
1935-02-01,München,1935,2,24.70386820245241,0.0,301
1936-02-01,München,1936,2,22.186072362980738,0.0,301
1932-02-01,München-Gladbach-Rheydt,1932,2,50.0995404673163,0.0,302
1933-02-01,München-Gladbach-Rheydt,1933,2,34.80731225296443,0.0,302
1934-02-01,München-Gladbach-Rheydt,1934,2,19.638618037707715,0.0,302
1935-02-01,München-Gladbach-Rheydt,1935,2,23.435045554508328,0.0,302
1936-02-01,München-Gladbach-Rheydt,1936,2,27.321733062736794,0.0,302
1932-02-01,Münster,1932,2,32.800308708787846,0.0,303
1933-02-01,Münster,1933,2,22.245246221355437,0.0,303
1934-02-01,Münster,1934,2,12.02693902449077,0.0,303
1935-02-01,Münster,1935,2,9.716185118895423,0.0,303
1936-02-01,Münster,1936,2,9.598011723636125,0.0,303
1932-02-01,Naumburg,1932,2,49.802694244114846,0.0,304
1933-02-01,Naumburg,1933,2,27.346320916151114,0.0,304
1934-02-01,Naumburg,1934,2,16.41450644052552,0.0,304
1935-02-01,Naumburg,1935,2,14.806743157489903,0.0,304
1936-02-01,Naumburg,1936,2,17.107110940891104,0.0,304
1932-02-01,Neheim,1932,2,72.69921208675169,0.0,305
1933-02-01,Neheim,1933,2,33.71301888234844,0.0,305
1934-02-01,Neheim,1934,2,10.981770261366131,0.0,305
1935-02-01,Neheim,1935,2,10.600444773906597,0.0,305
1936-02-01,Neheim,1936,2,7.6962924591134465,0.0,305
1932-02-01,Neiße,1932,2,43.190387150170125,0.0,306
1933-02-01,Neiße,1933,2,28.802113916617735,0.0,306
1934-02-01,Neiße,1934,2,21.715001280701255,0.0,306
1935-02-01,Neiße,1935,2,27.822212065813527,0.0,306
1936-02-01,Neiße,1936,2,35.59916707077046,0.0,306
1932-02-01,Neu-Isenburg,1932,2,76.40955521595754,0.0,307
1933-02-01,Neu-Isenburg,1933,2,46.44367550941946,0.0,307
1934-02-01,Neu-Isenburg,1934,2,26.576341844710786,0.0,307
1935-02-01,Neu-Isenburg,1935,2,35.201309816179204,0.0,307
1936-02-01,Neu-Isenburg,1936,2,33.61156655239231,0.0,307
1932-02-01,Neu-Ulm,1932,2,49.41176470588235,0.0,308
1933-02-01,Neu-Ulm,1933,2,31.072989156821492,0.0,308
1934-02-01,Neu-Ulm,1934,2,17.400204708290687,0.0,308
1935-02-01,Neu-Ulm,1935,2,14.906538370533955,0.0,308
1936-02-01,Neu-Ulm,1936,2,8.032748899358925,0.0,308
1932-02-01,Neubrandenburg,1932,2,83.01200436522372,0.0,309
1933-02-01,Neubrandenburg,1933,2,37.66465422612514,0.0,309
1934-02-01,Neubrandenburg,1934,2,9.605263157894736,0.0,309
1935-02-01,Neubrandenburg,1935,2,3.5321287868496127,0.0,309
1936-02-01,Neubrandenburg,1936,2,26.92664809656453,0.0,309
1932-02-01,Neugersdorf,1932,2,71.99785081042356,0.0,310
1933-02-01,Neugersdorf,1933,2,52.874378992193044,0.0,310
1934-02-01,Neugersdorf,1934,2,19.207048458149778,0.0,310
1935-02-01,Neugersdorf,1935,2,21.30656805775665,0.0,310
1936-02-01,Neugersdorf,1936,2,29.900624395391787,0.0,310
1932-02-01,Neuhaldensleben,1932,2,60.790549750113584,0.0,311
1933-02-01,Neuhaldensleben,1933,2,78.74279026999916,0.0,311
1934-02-01,Neuhaldensleben,1934,2,26.415391894023024,0.0,311
1935-02-01,Neuhaldensleben,1935,2,34.129423819657916,0.0,311
1936-02-01,Neuhaldensleben,1936,2,8.405360399651098,0.0,311
1932-02-01,Neumünster,1932,2,47.59991966258285,0.0,312
1933-02-01,Neumünster,1933,2,31.34406328515635,0.0,312
1934-02-01,Neumünster,1934,2,16.899738103473833,0.0,312
1935-02-01,Neumünster,1935,2,14.000595770032767,0.0,312
1936-02-01,Neumünster,1936,2,19.798798724571768,0.0,312
1932-02-01,Neuruppin,1932,2,49.29163325314087,0.0,313
1933-02-01,Neuruppin,1933,2,32.711906537409895,0.0,313
1934-02-01,Neuruppin,1934,2,12.799319888537289,0.0,313
1935-02-01,Neuruppin,1935,2,15.966743823515518,0.0,313
1936-02-01,Neuruppin,1936,2,9.347098214285714,0.0,313
1932-02-01,Neusalz a. d. O.,1932,2,71.20098039215686,0.0,314
1933-02-01,Neusalz a. d. O.,1933,2,30.591102985984158,0.0,314
1934-02-01,Neusalz a. d. O.,1934,2,16.507859440432117,0.0,314
1935-02-01,Neusalz a. d. O.,1935,2,28.099775444559082,0.0,314
1936-02-01,Neusalz a. d. O.,1936,2,34.60417678484701,0.0,314
1932-02-01,Neustadt (Haardt),1932,2,61.293436293436294,0.0,315
1933-02-01,Neustadt (Haardt),1933,2,44.2871025961405,0.0,315
1934-02-01,Neustadt (Haardt),1934,2,46.41975308641975,0.0,315
1935-02-01,Neustadt (Haardt),1935,2,40.1781697111491,0.0,315
1936-02-01,Neustadt (Haardt),1936,2,37.807948210753466,0.0,315
1932-02-01,Neustadt O. S.,1932,2,61.31909400305128,0.0,316
1933-02-01,Neustadt O. S.,1933,2,45.998105612124085,0.0,316
1934-02-01,Neustadt O. S.,1934,2,28.607187555873413,0.0,316
1935-02-01,Neustadt O. S.,1935,2,33.700254022015244,0.0,316
1936-02-01,Neustadt O. S.,1936,2,36.30530226274907,0.0,316
1932-02-01,Neustettin,1932,2,60.20368699239396,0.0,317
1933-02-01,Neustettin,1933,2,47.303271441202476,0.0,317
1934-02-01,Neustettin,1934,2,7.900958068931193,0.0,317
1935-02-01,Neustettin,1935,2,40.366052400651874,0.0,317
1936-02-01,Neustettin,1936,2,18.882515950248116,0.0,317
1932-02-01,Neuwied,1932,2,55.69756491322481,0.0,318
1933-02-01,Neuwied,1933,2,32.06743323102295,0.0,318
1934-02-01,Neuwied,1934,2,18.34520649997672,0.0,318
1935-02-01,Neuwied,1935,2,22.384247434170806,0.0,318
1936-02-01,Neuwied,1936,2,23.896802932578534,0.0,318
1932-02-01,Neuß,1932,2,57.606096832038254,0.0,319
1933-02-01,Neuß,1933,2,40.391226812273636,0.0,319
1934-02-01,Neuß,1934,2,26.201508131189243,0.0,319
1935-02-01,Neuß,1935,2,25.789144236787983,0.0,319
1936-02-01,Neuß,1936,2,21.092675608579952,0.0,319
1932-02-01,Nienburg,1932,2,63.292354975028815,0.0,320
1933-02-01,Nienburg,1933,2,39.64556499497579,0.0,320
1934-02-01,Nienburg,1934,2,26.87698272823405,0.0,320
1935-02-01,Nienburg,1935,2,19.90137372314195,0.0,320
1936-02-01,Nienburg,1936,2,29.716898188851765,0.0,320
1932-02-01,Norden,1932,2,52.59816813276503,0.0,321
1933-02-01,Norden,1933,2,33.624229979466115,0.0,321
1934-02-01,Norden,1934,2,11.90183041943692,0.0,321
1935-02-01,Norden,1935,2,42.59701738485622,0.0,321
1936-02-01,Norden,1936,2,42.49711744358425,0.0,321
1932-02-01,Nordharz (Halberstadt),1932,2,57.49750913317835,0.0,322
1933-02-01,Nordharz (Halberstadt),1933,2,34.12450889059905,0.0,322
1934-02-01,Nordharz (Halberstadt),1934,2,23.866823126951612,0.0,322
1935-02-01,Nordharz (Halberstadt),1935,2,18.201732550034848,0.0,322
1936-02-01,Nordharz (Halberstadt),1936,2,18.48806103239869,0.0,322
1932-02-01,Nordhausen,1932,2,48.296507483962934,0.0,323
1933-02-01,Nordhausen,1933,2,26.638442929404004,0.0,323
1934-02-01,Nordhausen,1934,2,14.430284857571214,0.0,323
1935-02-01,Nordhausen,1935,2,22.80355906015238,0.0,323
1936-02-01,Nordhausen,1936,2,16.30145729177747,0.0,323
1932-02-01,Nordhorn,1932,2,43.5909519321395,0.0,324
1933-02-01,Nordhorn,1933,2,22.515795519816198,0.0,324
1934-02-01,Nordhorn,1934,2,2.4857784788947845,0.0,324
1935-02-01,Nordhorn,1935,2,9.49367088607595,0.0,324
1936-02-01,Nordhorn,1936,2,9.302096663057387,0.0,324
1932-02-01,Nürnberg,1932,2,74.50737976403072,0.0,325
1933-02-01,Nürnberg,1933,2,46.51850673480598,0.0,325
1934-02-01,Nürnberg,1934,2,31.21533055407578,0.0,325
1935-02-01,Nürnberg,1935,2,23.390335944671364,0.0,325
1936-02-01,Nürnberg,1936,2,18.599937331087695,0.0,325
1932-02-01,Oberhausen,1932,2,62.493841374553334,0.0,326
1933-02-01,Oberhausen,1933,2,41.53269584098881,0.0,326
1934-02-01,Oberhausen,1934,2,34.51205824040953,0.0,326
1935-02-01,Oberhausen,1935,2,28.178526342038683,0.0,326
1936-02-01,Oberhausen,1936,2,22.136860240575047,0.0,326
1932-02-01,Oels,1932,2,47.52555683433756,0.0,327
1933-02-01,Oels,1933,2,28.216851730894838,0.0,327
1934-02-01,Oels,1934,2,79.80145093547156,0.0,327
1935-02-01,Oels,1935,2,21.179454660748256,0.0,327
1936-02-01,Oels,1936,2,23.40561224489796,0.0,327
1932-02-01,Oelsnitz (Erzgeb.),1932,2,58.09945839487937,0.0,328
1933-02-01,Oelsnitz (Erzgeb.),1933,2,21.93832137808262,0.0,328
1934-02-01,Oelsnitz (Erzgeb.),1934,2,13.18859693618748,0.0,328
1935-02-01,Oelsnitz (Erzgeb.),1935,2,20.401933350292545,0.0,328
1936-02-01,Oelsnitz (Erzgeb.),1936,2,22.398293463355174,0.0,328
1932-02-01,Oelsnitz i. Vogtld.,1932,2,70.50266877822746,0.0,329
1933-02-01,Oelsnitz i. Vogtld.,1933,2,44.17767106842737,0.0,329
1934-02-01,Oelsnitz i. Vogtld.,1934,2,31.645182967804995,0.0,329
1935-02-01,Oelsnitz i. Vogtld.,1935,2,35.97385940267513,0.0,329
1936-02-01,Oelsnitz i. Vogtld.,1936,2,34.119448698315466,0.0,329
1932-02-01,Oer-Erkenschwick,1932,2,124.35233160621762,0.0,330
1933-02-01,Oer-Erkenschwick,1933,2,15.290519877675841,0.0,330
1934-02-01,Oer-Erkenschwick,1934,2,9.39605612907214,0.0,330
1935-02-01,Oer-Erkenschwick,1935,2,25.19112670760747,0.0,330
1936-02-01,Oer-Erkenschwick,1936,2,57.7875274208712,0.0,330
1932-02-01,Offenbach,1932,2,60.49983607797645,0.0,331
1933-02-01,Offenbach,1933,2,42.446536567117654,0.0,331
1934-02-01,Offenbach,1934,2,36.07380475377804,0.0,331
1935-02-01,Offenbach,1935,2,31.96778668499945,0.0,331
1936-02-01,Offenbach,1936,2,31.83663427235822,0.0,331
1932-02-01,Offenburg,1932,2,40.10372693281872,0.0,332
1933-02-01,Offenburg,1933,2,23.53961827646038,0.0,332
1934-02-01,Offenburg,1934,2,21.8269554483223,0.0,332
1935-02-01,Offenburg,1935,2,23.49347403499028,0.0,332
1936-02-01,Offenburg,1936,2,23.095713968465468,0.0,332
1932-02-01,Ohlau,1932,2,78.29742511823437,0.0,333
1933-02-01,Ohlau,1933,2,47.34275142953246,0.0,333
1934-02-01,Ohlau,1934,2,27.925206172940314,0.0,333
1935-02-01,Ohlau,1935,2,44.19439008480104,0.0,333
1936-02-01,Ohlau,1936,2,51.78892337853292,0.0,333
1932-02-01,Olbernhau,1932,2,84.5,0.0,334
1933-02-01,Olbernhau,1933,2,56.4260214200714,0.0,334
1934-02-01,Olbernhau,1934,2,40.99733911500936,0.0,334
1935-02-01,Olbernhau,1935,2,55.59382072222769,0.0,334
1936-02-01,Olbernhau,1936,2,56.195256372404295,0.0,334
1932-02-01,Oldenburg,1932,2,38.69842894233138,0.0,335
1933-02-01,Oldenburg,1933,2,24.76744942431536,0.0,335
1934-02-01,Oldenburg,1934,2,19.092552581683496,0.0,335
1935-02-01,Oldenburg,1935,2,22.701084923307146,0.0,335
1936-02-01,Oldenburg,1936,2,7.888603358632642,0.0,335
1932-02-01,Opladen,1932,2,59.102171695088174,0.0,336
1933-02-01,Opladen,1933,2,39.38140622190254,0.0,336
1934-02-01,Opladen,1934,2,20.73635209479475,0.0,336
1935-02-01,Opladen,1935,2,17.498932991890737,0.0,336
1936-02-01,Opladen,1936,2,21.39495079161318,0.0,336
1932-02-01,Oppeln,1932,2,58.30060950637211,0.0,337
1933-02-01,Oppeln,1933,2,33.32640956403333,0.0,337
1934-02-01,Oppeln,1934,2,30.80950463149416,0.0,337
1935-02-01,Oppeln,1935,2,28.536147283340817,0.0,337
1936-02-01,Oppeln,1936,2,37.72146221125813,0.0,337
1932-02-01,Ortelsburg,1932,2,64.59651140502204,0.0,338
1933-02-01,Ortelsburg,1933,2,46.405743805270994,0.0,338
1934-02-01,Ortelsburg,1934,2,13.403503001397912,0.0,338
1935-02-01,Ortelsburg,1935,2,24.559090159881325,0.0,338
1936-02-01,Ortelsburg,1936,2,28.352180936995154,0.0,338
1932-02-01,Oschatz,1932,2,80.10732081257187,0.0,339
1933-02-01,Oschatz,1933,2,54.76482232067113,0.0,339
1934-02-01,Oschatz,1934,2,37.8992457398268,0.0,339
1935-02-01,Oschatz,1935,2,52.90118282574276,0.0,339
1936-02-01,Oschatz,1936,2,49.100903754775,0.0,339
